transport,country,count
BICYCLE,PT,6
CAR,IT,6
MOTORBIKE,IT,6
CAR,IT,6
CAR,HR,6
MOTORBIKE,KZ,6
CAR,ES,6
MOTORBIKE,IT,6
BICYCLE,ES,6
CAR,IT,6
CAR,UA,6
BICYCLE,IT,6
MOTORBIKE,IT,6
CAR,ES,6
MOTORBIKE,IT,6
WALKER,BY,6
BICYCLE,PL,6
CAR,HR,6
BICYCLE,PT,6
CAR,GE,6
CAR(e),PL,6
BICYCLE,ES,6
CAR,IT,6
CAR,ES,6
BICYCLE(e),ES,6
CAR,IT,6
MOTORBIKE,UA,6
CAR,ES,6
MOTORBIKE,IT,6
MOTORBIKE,ES,6
MOTORBIKE,KE,6
BICYCLE,IT,6
BICYCLE,ES,6
BICYCLE,PL,6
MOTORBIKE,ES,6
MOTORBIKE,IT,6
MOTORBIKE,ES,6
BICYCLE,IT,6
CAR,PT,6
CAR,IT,6
CAR,PL,6
CAR,PT,6
CAR,ES,6
CAR,IT,6
BICYCLE,KZ,6
CAR,IT,6
CAR,IT,6
MOTORBIKE,ES,6
CAR,PT,6
MOTORBIKE,ES,6
MOTORBIKE(e),MA,5
CAR(e),RS,5
WALKER,KZ,5
MOTORBIKE,ES,5
CAR,ES,5
CAR,ES,5
CAR,PL,5
MOTORBIKE(e),CI,5
CAR,PL,5
CAR,IT,5
CAR,RO,5
BICYCLE,GE,5
CAR,IT,5
MOTORBIKE,ES,5
MOTORBIKE,IT,5
BICYCLE(e),IT,5
MOTORBIKE,IT,5
CAR,IT,5
CAR(e),RO,5
BICYCLE,PL,5
CAR,IT,5
CAR,PL,5
CAR,PT,5
BICYCLE(e),ES,5
CAR,IT,5
CAR,IT,5
CAR,ES,5
MOTORBIKE,IT,5
MOTORBIKE,ES,5
MOTORBIKE(e),MD,5
BICYCLE,IT,5
MOTORBIKE,PT,5
CAR(e),ES,5
MOTORBIKE(e),IT,5
BICYCLE,IT,5
BICYCLE(e),IT,5
CAR,RS,5
BICYCLE,ES,5
CAR,IT,5
MOTORBIKE,IT,5
MOTORBIKE,PT,5
BICYCLE(e),UA,5
MOTORBIKE,IT,5
BICYCLE,BG,5
CAR,HR,5
BICYCLE(e),ES,5
BICYCLE(e),IT,5
MOTORBIKE,PT,5
MOTORBIKE,ME,5
BICYCLE,IT,5
MOTORBIKE,IT,5
MOTORBIKE,ES,5
MOTORBIKE,IT,5
CAR,IT,5
MOTORBIKE,PL,5
BICYCLE(e),IT,5
MOTORBIKE,IT,5
BICYCLE,IT,5
BICYCLE(e),UA,5
CAR,IT,5
BICYCLE,IT,5
CAR,IT,5
BICYCLE,PL,5
MOTORBIKE,ES,5
BICYCLE(e),IT,5
CAR,IT,5
BICYCLE,ES,5
MOTORBIKE,IT,5
BICYCLE(e),IT,5
BICYCLE(e),IT,5
BICYCLE,IT,5
MOTORBIKE,ES,5
CAR,IT,5
MOTORBIKE(e),IT,5
CAR,GE,5
BICYCLE,PL,5
CAR,IT,5
MOTORBIKE,IT,5
CAR,IT,5
BICYCLE,PT,5
BICYCLE,PL,5
MOTORBIKE,IT,5
MOTORBIKE,PL,5
CAR(e),IT,5
BICYCLE,PL,5
CAR,IT,5
MOTORBIKE,IT,5
CAR,ES,5
BICYCLE,RS,5
MOTORBIKE(e),ES,5
MOTORBIKE,IT,5
BICYCLE,PL,5
BICYCLE,PL,5
CAR,IT,5
BICYCLE(e),ES,5
BICYCLE,IT,5
CAR,IT,5
CAR,ES,5
MOTORBIKE,RS,5
CAR,IT,5
CAR,PT,5
MOTORBIKE,ES,5
CAR(e),UA,5
MOTORBIKE,IT,5
CAR,PL,5
BICYCLE,PT,5
CAR,ES,5
MOTORBIKE,RS,5
MOTORBIKE(e),RO,5
CAR,ES,5
BICYCLE,IT,5
BICYCLE,BG,5
CAR,IT,5
BICYCLE,SI,5
BICYCLE,IT,5
MOTORBIKE,ES,5
MOTORBIKE,ES,5
BICYCLE,PT,5
CAR,ES,5
BICYCLE,IT,5
CAR,IT,5
MOTORBIKE(e),ES,5
BICYCLE,PL,5
MOTORBIKE,IT,5
CAR,PT,5
MOTORBIKE,IT,5
MOTORBIKE,ES,5
MOTORBIKE,PL,5
CAR,IT,5
MOTORBIKE,UA,5
CAR,ES,5
CAR,IT,5
BICYCLE(e),IT,5
MOTORBIKE,UA,5
CAR,IT,5
CAR,ES,5
BICYCLE,IT,5
CAR,PT,5
CAR(e),IT,5
MOTORBIKE,PT,5
CAR,IT,5
MOTORBIKE,RO,5
MOTORBIKE,PL,5
BICYCLE,IT,5
CAR,PT,5
BICYCLE(e),IT,5
MOTORBIKE,UA,5
MOTORBIKE,PT,4
BICYCLE(e),KZ,4
BICYCLE(e),IT,4
BICYCLE,IT,4
MOTORBIKE,PT,4
CAR,PL,4
BICYCLE,ES,4
BICYCLE,PL,4
CAR,IT,4
BICYCLE,PT,4
MOTORBIKE,IT,4
BICYCLE,PT,4
BICYCLE,IT,4
CAR,IT,4
CAR,IT,4
CAR,ES,4
MOTORBIKE,ES,4
MOTORBIKE,ES,4
MOTORBIKE,UA,4
CAR,PT,4
BICYCLE(e),IT,4
MOTORBIKE,IT,4
BICYCLE(e),IT,4
CAR,IT,4
CAR,IT,4
BICYCLE(e),UA,4
BICYCLE(e),ES,4
BICYCLE(e),RO,4
BICYCLE,PT,4
MOTORBIKE,IT,4
WALKER,BY,4
CAR,ES,4
BICYCLE(e),IT,4
MOTORBIKE,ES,4
CAR,IT,4
BICYCLE(e),KE,4
BICYCLE(e),ES,4
BICYCLE,PL,4
MOTORBIKE,MA,4
BICYCLE(e),ES,4
CAR,IT,4
CAR(e),IT,4
MOTORBIKE(e),ES,4
BICYCLE(e),UA,4
CAR,RO,4
MOTORBIKE(e),IT,4
CAR,PT,4
CAR,IT,4
BICYCLE(e),IT,4
MOTORBIKE,GE,4
CAR,ES,4
MOTORBIKE,ES,4
CAR,PT,4
BICYCLE,RO,4
BICYCLE,PT,4
MOTORBIKE,PT,4
MOTORBIKE,PT,4
CAR,ES,4
CAR(e),BA,4
MOTORBIKE,IT,4
BICYCLE(e),ES,4
CAR,RO,4
BICYCLE(e),IT,4
BICYCLE,IT,4
CAR,PL,4
CAR,ES,4
CAR,IT,4
BICYCLE(e),IT,4
CAR,IT,4
CAR(e),PT,4
CAR,UA,4
CAR,ES,4
MOTORBIKE,PT,4
BICYCLE,HR,4
CAR,KZ,4
CAR,ES,4
CAR,ES,4
MOTORBIKE(e),IT,4
BICYCLE(e),IT,4
BICYCLE,MA,4
MOTORBIKE,ES,4
CAR,ME,4
BICYCLE,IT,4
CAR,UA,4
MOTORBIKE,ES,4
BICYCLE,IT,4
MOTORBIKE,PT,4
MOTORBIKE,IT,4
MOTORBIKE,PT,4
MOTORBIKE,UA,4
MOTORBIKE,UA,4
BICYCLE,PL,4
BICYCLE,PL,4
BICYCLE,IT,4
MOTORBIKE,PT,4
CAR,ES,4
MOTORBIKE,IT,4
CAR,ES,4
BICYCLE,ES,4
BICYCLE,RO,4
BICYCLE,PL,4
MOTORBIKE,ES,4
BICYCLE,PT,4
CAR(e),BG,4
BICYCLE,PT,4
BICYCLE,PL,4
CAR,ES,4
BICYCLE(e),PT,4
BICYCLE(e),IT,4
CAR,PT,4
MOTORBIKE,ES,4
MOTORBIKE,UA,4
CAR,IT,4
MOTORBIKE,IT,4
MOTORBIKE,RO,4
BICYCLE,PL,4
CAR,ES,4
BICYCLE(e),SI,4
CAR,PT,4
BICYCLE,ES,4
WALKER,UA,4
CAR,IT,4
BICYCLE(e),SI,4
BICYCLE(e),RO,4
MOTORBIKE(e),CI,4
BICYCLE,ES,4
MOTORBIKE,ES,4
BICYCLE,RO,4
CAR,PT,4
BICYCLE,ES,4
MOTORBIKE,PL,4
CAR,IT,4
BICYCLE(e),KZ,4
BICYCLE,PT,4
CAR,ES,4
CAR,ME,4
MOTORBIKE,PT,4
CAR,MA,4
CAR(e),PT,4
MOTORBIKE,PL,4
CAR,ES,4
BICYCLE(e),ES,4
BICYCLE,PL,4
BICYCLE,IT,4
BICYCLE,RS,4
BICYCLE,PL,4
BICYCLE(e),PL,4
MOTORBIKE(e),RO,4
BICYCLE,RO,4
MOTORBIKE,SI,4
CAR,ES,4
CAR,RO,4
CAR,ES,4
MOTORBIKE,IT,4
MOTORBIKE,ES,4
BICYCLE(e),IT,4
CAR,IT,4
BICYCLE,HR,4
MOTORBIKE,IT,4
CAR,UA,4
MOTORBIKE,RO,4
BICYCLE(e),IT,4
MOTORBIKE,IT,4
BICYCLE(e),ES,4
CAR,IT,4
CAR,IT,4
BICYCLE,ES,4
BICYCLE,RO,4
CAR,PT,4
CAR,IT,4
CAR,ES,4
CAR,PT,4
CAR,IT,4
BICYCLE,PT,4
BICYCLE(e),PL,4
CAR(e),IT,4
BICYCLE,IT,3
MOTORBIKE,IT,3
BICYCLE,BG,3
CAR(e),PL,3
BICYCLE,IT,3
MOTORBIKE(e),PT,3
MOTORBIKE(e),MA,3
CAR,IT,3
MOTORBIKE,RO,3
MOTORBIKE,IT,3
BICYCLE,HR,3
MOTORBIKE,IT,3
CAR(e),IT,3
MOTORBIKE,ES,3
BICYCLE(e),IT,3
CAR,IT,3
BICYCLE,IT,3
MOTORBIKE(e),ES,3
MOTORBIKE(e),ES,3
CAR(e),PT,3
CAR,ES,3
CAR,IT,3
CAR,IT,3
CAR,IT,3
MOTORBIKE,IT,3
CAR(e),UA,3
CAR(e),ES,3
BICYCLE(e),IT,3
CAR,ES,3
CAR,RS,3
CAR(e),ES,3
MOTORBIKE,ES,3
MOTORBIKE,IT,3
CAR,IT,3
CAR,ES,3
BICYCLE,RO,3
MOTORBIKE(e),IT,3
MOTORBIKE,IT,3
CAR,IT,3
BICYCLE,ES,3
CAR,ES,3
CAR(e),PT,3
BICYCLE,ES,3
BICYCLE,IT,3
CAR(e),UA,3
CAR,ES,3
CAR(e),ES,3
CAR,ES,3
BICYCLE,UA,3
BICYCLE,RO,3
BICYCLE,IT,3
MOTORBIKE,HR,3
MOTORBIKE,PT,3
BICYCLE,IT,3
CAR,PT,3
MOTORBIKE,IT,3
BICYCLE(e),PT,3
CAR,IT,3
CAR,IT,3
BICYCLE,IT,3
BICYCLE(e),IT,3
MOTORBIKE(e),UA,3
MOTORBIKE,IT,3
CAR,RO,3
BICYCLE,IT,3
CAR(e),RO,3
CAR,ES,3
BICYCLE,IT,3
BICYCLE,RO,3
MOTORBIKE,IT,3
CAR,ES,3
MOTORBIKE,RO,3
CAR,ES,3
CAR,IT,3
CAR,ES,3
BICYCLE,ES,3
MOTORBIKE,HR,3
MOTORBIKE,IT,3
CAR,ES,3
BICYCLE,ES,3
BICYCLE(e),ES,3
BICYCLE(e),UA,3
CAR,ES,3
BICYCLE(e),GE,3
MOTORBIKE,KZ,3
MOTORBIKE,ES,3
CAR,ES,3
BICYCLE,PT,3
BICYCLE,PL,3
CAR,IT,3
MOTORBIKE,IT,3
MOTORBIKE,RS,3
MOTORBIKE(e),PL,3
MOTORBIKE,IT,3
MOTORBIKE,IT,3
BICYCLE,BA,3
BICYCLE,ES,3
BICYCLE(e),IT,3
MOTORBIKE,ES,3
BICYCLE,ES,3
CAR,IT,3
BICYCLE,RO,3
MOTORBIKE,IT,3
MOTORBIKE,ES,3
MOTORBIKE,IT,3
BICYCLE,IT,3
BICYCLE,ES,3
CAR,ES,3
CAR,IT,3
MOTORBIKE(e),RO,3
BICYCLE(e),UA,3
BICYCLE(e),UA,3
CAR,ES,3
BICYCLE(e),IT,3
MOTORBIKE,UA,3
BICYCLE,ES,3
BICYCLE,PL,3
CAR(e),IT,3
BICYCLE,IT,3
BICYCLE(e),ES,3
CAR,UA,3
MOTORBIKE(e),PT,3
CAR,IT,3
CAR,IT,3
BICYCLE(e),PT,3
CAR,IT,3
CAR,PT,3
MOTORBIKE,KE,3
CAR,IT,3
MOTORBIKE,IT,3
MOTORBIKE,IT,3
CAR(e),IT,3
CAR,IT,3
BICYCLE,ES,3
CAR,IT,3
BICYCLE,PL,3
CAR,IT,3
CAR(e),HR,3
CAR,PT,3
MOTORBIKE,IT,3
MOTORBIKE,IT,3
MOTORBIKE(e),IT,3
CAR,IT,3
BICYCLE,IT,3
MOTORBIKE,IT,3
BICYCLE(e),UA,3
BICYCLE(e),UA,3
CAR(e),KG,3
MOTORBIKE,IT,3
BICYCLE,ES,3
BICYCLE,IT,3
BICYCLE,IT,3
MOTORBIKE(e),ES,3
BICYCLE(e),IT,3
BICYCLE,SI,3
CAR,IT,3
CAR,IT,3
MOTORBIKE,IT,3
BICYCLE,ES,3
MOTORBIKE(e),IT,3
MOTORBIKE,IT,3
CAR,ES,3
MOTORBIKE(e),ES,3
CAR(e),IT,3
CAR,IT,3
MOTORBIKE,MA,3
CAR,IT,3
MOTORBIKE,ES,3
CAR,ES,3
MOTORBIKE,PL,3
MOTORBIKE(e),ES,3
BICYCLE,ES,3
BICYCLE(e),PT,3
CAR,IT,3
MOTORBIKE,IT,3
BICYCLE,ES,3
CAR,ES,3
MOTORBIKE(e),ES,3
BICYCLE,IT,3
BICYCLE,RS,3
CAR,BY,3
MOTORBIKE,ES,3
BICYCLE,KZ,3
CAR(e),ES,3
BICYCLE,IT,3
CAR,IT,3
BICYCLE,IT,3
BICYCLE,PL,3
BICYCLE,PT,3
MOTORBIKE,IT,3
BICYCLE,ES,3
BICYCLE,IT,3
CAR,IT,3
CAR,PT,3
MOTORBIKE,PL,3
BICYCLE(e),IT,3
MOTORBIKE(e),IT,3
CAR(e),IT,3
CAR,IT,3
CAR,IT,3
CAR,IT,3
BICYCLE,PL,3
CAR,IT,3
CAR,IT,3
WALKER,UA,3
BICYCLE,UA,3
CAR,ES,3
MOTORBIKE,ES,3
CAR,ES,3
BICYCLE,KZ,3
BICYCLE,PL,3
BICYCLE,IT,3
CAR,ES,3
BICYCLE,IT,3
BICYCLE,PT,3
MOTORBIKE,BA,3
CAR,IT,3
MOTORBIKE,PL,3
CAR(e),ES,3
CAR,ES,3
MOTORBIKE,IT,3
MOTORBIKE,IT,3
BICYCLE(e),PT,3
MOTORBIKE,RO,3
CAR,IT,3
MOTORBIKE,KE,3
MOTORBIKE(e),ES,3
CAR,IT,3
MOTORBIKE(e),RO,3
CAR(e),SI,3
MOTORBIKE(e),ES,3
BICYCLE(e),IT,3
BICYCLE(e),IT,3
CAR,UA,3
BICYCLE,UA,3
BICYCLE,RO,3
CAR(e),IT,3
BICYCLE,IT,3
MOTORBIKE,PT,3
BICYCLE,ES,3
CAR(e),IT,3
BICYCLE(e),UA,3
BICYCLE,ES,3
CAR,IT,3
BICYCLE,PL,3
BICYCLE(e),IT,3
MOTORBIKE,UA,3
MOTORBIKE,IT,3
MOTORBIKE,ES,3
BICYCLE,IT,3
CAR,KZ,3
BICYCLE,IT,3
CAR(e),IT,3
CAR,IT,3
CAR,IT,3
BICYCLE,IT,3
MOTORBIKE,IT,3
CAR(e),PT,3
CAR,IT,3
MOTORBIKE,KZ,3
BICYCLE(e),UA,3
CAR(e),ES,3
MOTORBIKE(e),PL,3
BICYCLE(e),IT,3
CAR(e),PL,3
BICYCLE(e),HR,3
CAR(e),ES,3
MOTORBIKE(e),ES,3
CAR(e),ES,3
CAR,ES,3
WALKER,KZ,3
CAR,IT,3
BICYCLE,PT,3
MOTORBIKE,RO,2
CAR(e),ES,2
CAR(e),ES,2
MOTORBIKE(e),PT,2
BICYCLE,PL,2
BICYCLE(e),ES,2
CAR,ES,2
MOTORBIKE,BG,2
CAR,MD,2
BICYCLE,ES,2
MOTORBIKE,IT,2
WALKER,UA,2
BICYCLE,IT,2
BICYCLE(e),IT,2
BICYCLE(e),PL,2
BICYCLE,IT,2
BICYCLE,ES,2
MOTORBIKE,PL,2
CAR(e),ES,2
BICYCLE,PL,2
BICYCLE,RO,2
CAR,IT,2
MOTORBIKE,PL,2
CAR,ES,2
MOTORBIKE,IT,2
MOTORBIKE,KZ,2
MOTORBIKE(e),ES,2
MOTORBIKE,IT,2
BICYCLE,IT,2
BICYCLE,ES,2
MOTORBIKE,IT,2
BICYCLE(e),IT,2
BICYCLE(e),IT,2
BICYCLE(e),PT,2
BICYCLE,IT,2
CAR,ES,2
CAR(e),IT,2
BICYCLE,UA,2
MOTORBIKE(e),MA,2
CAR,PT,2
BICYCLE,ES,2
MOTORBIKE,IT,2
MOTORBIKE,ES,2
CAR,IT,2
BICYCLE,PL,2
MOTORBIKE,IT,2
WALKER,UA,2
MOTORBIKE,ES,2
BICYCLE,IT,2
BICYCLE,UA,2
MOTORBIKE,IT,2
MOTORBIKE,IT,2
MOTORBIKE(e),IT,2
BICYCLE(e),PL,2
MOTORBIKE,IT,2
MOTORBIKE,IT,2
MOTORBIKE,IT,2
MOTORBIKE,PL,2
BICYCLE,ES,2
MOTORBIKE,IT,2
BICYCLE(e),PT,2
BICYCLE,RO,2
MOTORBIKE,PL,2
CAR,IT,2
CAR,MA,2
BICYCLE(e),UA,2
BICYCLE(e),IT,2
CAR,ES,2
MOTORBIKE(e),IT,2
CAR,RO,2
CAR,IT,2
BICYCLE,IT,2
MOTORBIKE,IT,2
CAR,IT,2
MOTORBIKE,IT,2
WALKER,GE,2
BICYCLE,PL,2
CAR,IT,2
CAR(e),RO,2
BICYCLE,IT,2
MOTORBIKE,IT,2
MOTORBIKE(e),PL,2
CAR(e),PT,2
CAR(e),IT,2
CAR(e),ME,2
MOTORBIKE(e),RS,2
CAR,ES,2
BICYCLE,IT,2
MOTORBIKE,IT,2
BICYCLE,RO,2
WALKER,UA,2
MOTORBIKE,ES,2
MOTORBIKE,IT,2
BICYCLE(e),IT,2
CAR(e),IT,2
MOTORBIKE,ES,2
MOTORBIKE(e),PL,2
CAR,PL,2
CAR,IT,2
CAR,ES,2
CAR(e),IT,2
MOTORBIKE(e),PT,2
MOTORBIKE,ES,2
CAR,ES,2
MOTORBIKE(e),RO,2
MOTORBIKE,IT,2
BICYCLE,IT,2
CAR(e),IT,2
BICYCLE,PL,2
BICYCLE,IT,2
MOTORBIKE,IT,2
MOTORBIKE,ME,2
BICYCLE,IT,2
MOTORBIKE,BG,2
BICYCLE,IT,2
CAR(e),ES,2
BICYCLE(e),HR,2
MOTORBIKE,GE,2
CAR,IT,2
MOTORBIKE,PT,2
BICYCLE,PT,2
MOTORBIKE,ES,2
MOTORBIKE,ES,2
CAR,IT,2
CAR,IT,2
BICYCLE(e),IT,2
MOTORBIKE,PL,2
BICYCLE,HR,2
MOTORBIKE,IT,2
MOTORBIKE,IT,2
MOTORBIKE(e),IT,2
BICYCLE,PL,2
MOTORBIKE,IT,2
CAR,IT,2
MOTORBIKE(e),IT,2
BICYCLE,IT,2
CAR,IT,2
MOTORBIKE,PL,2
BICYCLE,ES,2
CAR,ES,2
BICYCLE(e),ES,2
BICYCLE(e),ES,2
BICYCLE,HR,2
CAR,IT,2
MOTORBIKE,HR,2
BICYCLE(e),RS,2
MOTORBIKE,ES,2
MOTORBIKE,PL,2
CAR,IT,2
CAR(e),PL,2
CAR(e),IT,2
CAR(e),IT,2
MOTORBIKE,IT,2
BICYCLE,IT,2
BICYCLE(e),IT,2
BICYCLE,GE,2
BICYCLE,BG,2
CAR,IT,2
CAR,IT,2
BICYCLE(e),ES,2
BICYCLE,ES,2
MOTORBIKE,ME,2
MOTORBIKE,PT,2
MOTORBIKE,IT,2
BICYCLE,ME,2
BICYCLE,IT,2
BICYCLE,ES,2
MOTORBIKE,ES,2
BICYCLE,IT,2
MOTORBIKE,ES,2
MOTORBIKE,IT,2
MOTORBIKE,MA,2
BICYCLE,PL,2
MOTORBIKE,MA,2
CAR,HR,2
BICYCLE,ES,2
CAR,ES,2
WALKER,KE,2
CAR,IT,2
BICYCLE,IT,2
MOTORBIKE,BG,2
MOTORBIKE,IT,2
CAR,IT,2
CAR,ES,2
CAR,IT,2
CAR,ES,2
CAR,IT,2
CAR,IT,2
MOTORBIKE,ES,2
MOTORBIKE(e),IT,2
BICYCLE,IT,2
BICYCLE,IT,2
MOTORBIKE,IT,2
CAR,ES,2
MOTORBIKE,IT,2
BICYCLE,PL,2
BICYCLE(e),PT,2
CAR,UA,2
BICYCLE,IT,2
WALKER,KZ,2
CAR,IT,2
CAR,ES,2
BICYCLE(e),KZ,2
BICYCLE(e),PT,2
MOTORBIKE,SI,2
CAR,ES,2
MOTORBIKE(e),ES,2
MOTORBIKE,IT,2
MOTORBIKE(e),ES,2
MOTORBIKE,HR,2
MOTORBIKE,ES,2
BICYCLE,PL,2
BICYCLE,PL,2
MOTORBIKE(e),IT,2
CAR,IT,2
BICYCLE,PL,2
BICYCLE,PL,2
MOTORBIKE(e),PT,2
BICYCLE(e),IT,2
CAR(e),KZ,2
BICYCLE(e),IT,2
MOTORBIKE,ES,2
MOTORBIKE(e),ES,2
MOTORBIKE,ES,2
BICYCLE(e),PT,2
CAR(e),KZ,2
MOTORBIKE,IT,2
MOTORBIKE(e),IT,2
CAR,IT,2
BICYCLE,IT,2
MOTORBIKE(e),ES,2
CAR,IT,2
MOTORBIKE,GE,2
CAR(e),ES,2
MOTORBIKE,ES,2
BICYCLE(e),ES,2
BICYCLE(e),ES,2
BICYCLE,MA,2
BICYCLE,ES,2
BICYCLE,IT,2
MOTORBIKE,ES,2
WALKER,ES,2
BICYCLE,GH,2
CAR(e),IT,2
MOTORBIKE(e),ES,2
CAR,ES,2
MOTORBIKE,PL,2
MOTORBIKE,ES,2
MOTORBIKE,UA,2
CAR(e),IT,2
MOTORBIKE(e),IT,2
BICYCLE,ES,2
BICYCLE,HR,2
BICYCLE(e),UA,2
MOTORBIKE,ES,2
CAR(e),PL,2
CAR,ES,2
CAR,ES,2
MOTORBIKE,BA,2
BICYCLE(e),IT,2
CAR(e),IT,2
MOTORBIKE,KZ,2
BICYCLE(e),RS,2
CAR,ES,2
MOTORBIKE,IT,2
MOTORBIKE(e),IT,2
BICYCLE,IT,2
BICYCLE(e),IT,2
MOTORBIKE,IT,2
CAR(e),IT,2
MOTORBIKE(e),ES,2
BICYCLE,IT,2
MOTORBIKE,IT,2
BICYCLE(e),IT,2
MOTORBIKE,PL,2
CAR(e),IT,2
BICYCLE,ES,2
MOTORBIKE,IT,2
BICYCLE,IT,2
MOTORBIKE,IT,2
WALKER,KZ,2
BICYCLE,IT,2
MOTORBIKE(e),MA,2
MOTORBIKE(e),IT,2
BICYCLE(e),ES,2
CAR,IT,2
BICYCLE(e),GH,2
MOTORBIKE,PL,2
MOTORBIKE,IT,2
BICYCLE,PT,2
BICYCLE,ES,2
CAR,ES,2
BICYCLE,PL,2
CAR(e),PL,2
CAR,ES,2
MOTORBIKE(e),UA,2
BICYCLE(e),IT,2
BICYCLE(e),UA,2
BICYCLE(e),UA,2
CAR(e),BG,2
CAR(e),ES,2
BICYCLE,IT,2
CAR(e),IT,2
MOTORBIKE,IT,2
MOTORBIKE,RO,2
MOTORBIKE(e),RS,2
BICYCLE,IT,2
BICYCLE,IT,2
MOTORBIKE,ES,2
BICYCLE,IT,2
CAR(e),ES,2
BICYCLE,IT,2
MOTORBIKE,ES,2
CAR,IT,2
MOTORBIKE,RO,2
MOTORBIKE(e),IT,2
MOTORBIKE,IT,2
MOTORBIKE(e),ES,2
BICYCLE,ES,2
MOTORBIKE,ES,2
CAR(e),PL,2
MOTORBIKE,UA,2
CAR,ES,2
CAR,ES,2
MOTORBIKE,IT,2
WALKER,MA,2
CAR,GE,2
BICYCLE,SI,2
MOTORBIKE(e),UA,2
CAR(e),IT,2
BICYCLE,ES,2
MOTORBIKE(e),ES,2
CAR,IT,2
BICYCLE,IT,2
BICYCLE(e),ES,2
MOTORBIKE(e),UA,2
BICYCLE,IT,2
BICYCLE(e),IT,2
MOTORBIKE,IT,2
BICYCLE(e),PT,2
BICYCLE,BY,2
BICYCLE,ES,2
BICYCLE,ES,2
MOTORBIKE,RO,2
MOTORBIKE,PL,2
CAR,IT,2
BICYCLE,PT,2
BICYCLE,IT,2
BICYCLE,RO,2
WALKER,MA,2
MOTORBIKE(e),PT,2
MOTORBIKE(e),IT,2
BICYCLE(e),PL,2
CAR(e),ES,2
BICYCLE(e),ES,2
CAR,IT,2
MOTORBIKE,IT,2
BICYCLE(e),PT,2
MOTORBIKE,IT,2
MOTORBIKE,PT,2
BICYCLE,PT,2
BICYCLE,UA,2
BICYCLE,ES,2
BICYCLE,HR,2
MOTORBIKE,ES,2
BICYCLE(e),PT,1
BICYCLE,IT,1
BICYCLE,ES,1
MOTORBIKE,IT,1
MOTORBIKE,IT,1
MOTORBIKE(e),ES,1
CAR(e),ES,1
CAR(e),UA,1
CAR,ES,1
BICYCLE,ES,1
BICYCLE,IT,1
BICYCLE,ES,1
BICYCLE(e),ES,1
CAR(e),IT,1
BICYCLE,ES,1
MOTORBIKE(e),IT,1
BICYCLE,PL,1
MOTORBIKE,RO,1
BICYCLE(e),PT,1
MOTORBIKE,IT,1
CAR(e),HR,1
CAR(e),PL,1
CAR(e),PT,1
CAR,IT,1
MOTORBIKE,PL,1
CAR(e),PL,1
BICYCLE,IT,1
CAR(e),IT,1
CAR(e),ES,1
CAR,ES,1
CAR(e),PL,1
WALKER,UA,1
MOTORBIKE(e),IT,1
BICYCLE(e),BG,1
MOTORBIKE,IT,1
BICYCLE(e),RO,1
BICYCLE,PT,1
MOTORBIKE(e),IT,1
BICYCLE,PT,1
WALKER,RS,1
CAR(e),IT,1
MOTORBIKE,RO,1
CAR,ES,1
BICYCLE(e),BG,1
CAR(e),ES,1
MOTORBIKE,IT,1
MOTORBIKE(e),PL,1
MOTORBIKE,RO,1
MOTORBIKE(e),UA,1
WALKER,ES,1
BICYCLE(e),IT,1
CAR(e),ES,1
WALKER,ES,1
MOTORBIKE(e),ES,1
CAR,PT,1
CAR(e),IT,1
CAR(e),IT,1
CAR(e),RO,1
MOTORBIKE(e),PL,1
BICYCLE(e),PL,1
MOTORBIKE(e),PT,1
CAR(e),IT,1
BICYCLE(e),PL,1
MOTORBIKE(e),IT,1
MOTORBIKE(e),IT,1
CAR(e),ES,1
BICYCLE,IT,1
BICYCLE,IT,1
MOTORBIKE(e),PT,1
BICYCLE(e),PL,1
MOTORBIKE,IT,1
MOTORBIKE,ES,1
MOTORBIKE(e),IT,1
BICYCLE,IT,1
CAR,ES,1
BICYCLE(e),UA,1
MOTORBIKE,IT,1
BICYCLE(e),MD,1
WALKER,UA,1
MOTORBIKE(e),ES,1
CAR(e),IT,1
CAR,IT,1
CAR,ES,1
MOTORBIKE(e),RO,1
BICYCLE,ES,1
BICYCLE,IT,1
CAR(e),IT,1
MOTORBIKE,PL,1
CAR,ES,1
MOTORBIKE,PL,1
BICYCLE,IT,1
BICYCLE(e),ES,1
MOTORBIKE,IT,1
CAR(e),ES,1
CAR(e),UA,1
CAR(e),PT,1
MOTORBIKE,PL,1
BICYCLE,IT,1
CAR(e),UA,1
BICYCLE,IT,1
CAR(e),IT,1
BICYCLE(e),ES,1
BICYCLE(e),PT,1
CAR,IT,1
CAR,IT,1
WALKER,IT,1
CAR(e),PL,1
CAR,IT,1
WALKER,IT,1
MOTORBIKE,IT,1
CAR(e),IT,1
BICYCLE(e),RS,1
CAR(e),HR,1
MOTORBIKE,IT,1
BICYCLE(e),ES,1
CAR,IT,1
MOTORBIKE,MA,1
CAR,IT,1
BICYCLE(e),UA,1
BICYCLE,IT,1
BICYCLE,RO,1
CAR(e),ES,1
BICYCLE(e),UA,1
MOTORBIKE(e),HR,1
MOTORBIKE,MD,1
MOTORBIKE,PL,1
MOTORBIKE,ES,1
MOTORBIKE,ES,1
BICYCLE,IT,1
CAR(e),ES,1
MOTORBIKE(e),PL,1
BICYCLE(e),IT,1
MOTORBIKE,PL,1
CAR,IT,1
MOTORBIKE,IT,1
MOTORBIKE(e),UA,1
CAR(e),RO,1
